Trip,Location,Exposure,Depth,Site,Site_unique,site_meangamma,habitat_meangamma,Date,quadrat_cattletag,Quadrat2,time,photos_each_piece,Number_coral_recruits_less5cm,Survey_depth_m,quadrat_angle,Quadrat_angle2,depth_standardised_to_tide_at_dive_time,Survey_layer,Patch_width_m,Patch_length_m,Patch_area_m2,distance_centre_to_closest_patch_edge_m,distance_centre_to_closest_patch_edge_m_2,Average_bed_depth_cm,bed_depth_1,bed_depth_2,bed_depth_3,bed_depth_4,bed_depth_5,bed_depth_6,bed_depth_7,bed_depth_8,Piece,Unique_piece,Layer_in_rubble_bed,Percent_hidden_in_bed,number_contact_points,Number_contact_points2,max_gap_size_to_right_cm,Max_gap_size_to_right_cm2,stable_y_n,stable_0-1,Stable_0-1_v2,Stable_0-2,stable_description,Stable_description2,widest_span_cm,Widest_span_cm2,"morphology (change to very branched, limited branching, unbranched, other)",morphology,Morphology2,Number of branches,Num_branches2,Num_branches3_0_for_other,Interlocking_morphology_or_not-Branched_Plate,number_binds,Number_binds2,estimated_break_force_from_grids_bind_number_break_force_correlation,e_break_force2,e_break_force3,Bound,Bound_to_how_many,number_binder_types,binder1,binder1-new,Binder1-broad_cat,Binder1_length_cm,binder2,binder2-new,Binder2-broad_cat,Binder2_length_cm,binder3,binder3-new,Binder3-broad_cat,Binder3_length_cm ,binder4,binder4-new,Binder4-broad_cat,Binder4_length_cm,binder5,binder5-new,Binder5-broad_cat,Binder5_length_cm,binder6-new,Binder6-broad_cat,Binder6_length_cm,Binder7-broad_cat,Binder7_length_cm,Binder8-broad_cat,Binder8_length_cm,Binder9-broad_cat,Binder9_length_cm,Binder10-broad_cat,Binder10_length_cm,Binder11-broad_cat,Binder11_length_cm,Binder12-broad_cat,Binder12_length_cm,Binder13-broad_cat,Binder13_length_cm,Binder14-broad_cat,Binder14_length_cm,Binder15-broad_cat,Binder15_length_cm,Surveyor
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,3,99,NA,NA,3,3,3.2,3.2,n,0,0,0,unstable,unstable,7.9,7.9,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,4,100,NA,NA,3,3,4.4,4.4,y,1,1,1,heavy,heavy,25,25,boulder,boulder,other,fill,0,0,0,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,5,101,NA,NA,5,5,4.6,4.6,y,1,1,1,interlocked,interlocked,28.5,28.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,6,102,NA,NA,4,4,2.5,2.5,y,1,1,1,interlocked,interlocked,16.8,16.8,plate,plate,other,no photos,NA,0,1,2,2,1.57,1.57,1.57,1,2,2,sponge,sponge,Sponge,1.1,halimeda,Halimeda,Other macroalgae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,7,103,NA,NA,4,4,4.5,4.5,y,1,1,1,bound,bound,22.2,22.2,branched,branched,branched,no photos,NA,NA,1,1,1,-0.11,-0.11,0,1,1,1,macroalgae,macroalgae,Other macroalgae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,8,104,NA,NA,1,1,3.5,3.5,n,0,0,0,unstable,unstable,7.1,7.1,plate,plate,other,no photos,NA,0,1,1,1,-0.11,-0.11,0,1,1,1,sponge,sponge,Sponge,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,9,105,NA,NA,5,5,5,5,y,1,1,1,interlocked,interlocked,21.2,21.2,branched,branched,branched,no photos,NA,NA,1,4,4,4.93,4.93,4.93,1,4,2,turf algae,Turf algae,Turf algae,1.3,halimeda,Halimeda,Other macroalgae,2.2,Halimeda,Halimeda,Other macroalgae,0.6,halimeda,Halimeda,Other macroalgae,0.3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,10,106,NA,NA,2,2,3.2,3.2,n,0,0,0,unstable,unstable,3.9,3.9,plate,plate,other,no photos,NA,0,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,11,107,NA,NA,4,4,3.5,3.5,y,1,1,1,interlocked,interlocked,19,19,branched,branched,branched,no photos,NA,NA,1,1,1,-0.11,-0.11,0,1,1,1,macroalgae,macroalgae,Other macroalgae,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,2,13,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,1,0.5,0.5,0.3,0.3,10.75,15,10,8.5,12,8,11,NA,NA,12,108,NA,NA,3,3,4.9,4.9,n,0,0,0,unstable,unstable,13.2,13.2,plate,plate,other,no photos,NA,0,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,1,109,NA,NA,4,4,4.2,4.2,y,1,1,1,interlocked,interlocked,18,18,branched,branched,branched,no photos,NA,NA,1,1,1,-0.11,-0.11,0,1,1,1,turf algae,Turf algae,Turf algae,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,2,110,NA,NA,2,2,2.3,2.3,y,1,1,1,interlocked,interlocked,10,10,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,3,111,NA,NA,4,4,2.5,2.5,y,1,1,1,interlocked,interlocked,10.2,10.2,branched,branched,branched,no photos,NA,NA,1,1,1,-0.11,-0.11,0,1,1,1,sponge,sponge,Sponge,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,4,112,NA,NA,3,3,3.9,3.9,y,1,1,1,interlocked,interlocked,10.6,10.6,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,5,113,NA,NA,2,2,4.3,4.3,y,1,1,1,interlocked,interlocked,9.9,9.9,branched,branched,branched,no photos,NA,NA,1,1,1,-0.11,-0.11,0,1,1,1,macroalgae,macroalgae,Other macroalgae,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,6,114,NA,NA,3,3,5,5,n,0,0,0,unstable,unstable,18,18,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,7,115,NA,NA,2,2,1,1,n,0,0,0,unstable,unstable,22.5,22.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,8,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,9,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,10,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,11,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,3,17,NA,no,NA,8.2,Unknown,sloped,Maybe fill in later,Surface,1.5,1.15,1.725,0.35,0.35,7.5,7,14,9,5,6,4,NA,NA,12,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,1,121,NA,NA,5,5,0.5,0.5,n,0,0,0,unstable,unstable,3.5,3.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,2,122,NA,NA,6,6,0.9,0.9,n,0,0,0,unstable,unstable,4.5,4.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,3,123,NA,NA,2,2,1,1,y,1,1,1,interlocked,interlocked,5.5,5.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,4,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,0,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,5,125,NA,NA,2,2,0.7,0.7,n,0,0,0,unstable,unstable,4.5,4.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,6,126,NA,NA,4,4,0.7,0.7,n,0,0,0,unstable,unstable,7.3,7.3,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,7,127,NA,NA,4,4,1.5,1.5,n,0,0,0,unstable,unstable,5.5,5.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,8,128,NA,NA,1,1,0.7,0.7,n,0,0,0,unstable,unstable,3.5,3.5,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,9,129,NA,NA,3,3,0.2,0.2,n,0,0,0,unstable,unstable,4.1,4.1,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,10,130,NA,NA,13,13,0.5,0.5,y,1,1,1,interlocked,interlocked,10,10,branched,branched,branched,3,4,4,1,1,1,-0.11,-0.11,0,1,1,1,yellow sponge,Yellow sponge,Sponge,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,2.383333333,5.5,1,1.6,2,1,3.2,NA,NA,11,131,NA,NA,1,1,0.5,0.5,y,1,1,1,interlocked,interlocked,10,10,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,5,5,NA,no,NA,8,Unknown,sloped,Maybe fill in later,Surface,5.5,2.3,12.65,1.2,1.2,6.083333333,5.5,1,1.6,2,1,3.2,NA,NA,12,132,NA,NA,5,5,3.8,3.8,y,1,1,1,interlocked,interlocked,13,13,branched,branched,branched,5,6,6,1,4,4,4.93,4.93,4.93,1,3,1,brown tubular sponge,Brown sponge,Sponge,2.6,brown tubular sponge,Brown sponge,Sponge,1.4,brown tubular sponge,Brown sponge,Sponge,1.7,brown tubular sponge,Brown sponge,Sponge,1.1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,6,6,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,2.3,2.3,5.29,1,1,6.083333333,1,4.5,1,3,8,9,NA,NA,1,133,NA,NA,3,3,3,3,n,0,0,0,unstable,unstable,6.3,6.3,branched,branched,branched,no photos,NA,NA,1,0,0,-1.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roima
2021,Heron (offshore),Exposed,Shallow,Eco_1,Eco_1 Shallow,0.767748,0.7992249,44464,6,6,NA,no,NA,6.6,Unknown,sloped,Maybe fill in later,Surface,2.3,2.3,5.29,1,1,6.083333333,1,4.5,1,3,8,9,NA,NA,2,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no photos,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
