Trip,Location,Exposure,Depth,Site,Site_unique,Date,Quadrat2,time,photos_each_piece,Number_coral_recruits_less5cm,Survey_depth_m,Quadrat_angle2,Survey_layer,Patch_width_m,Patch_area_m2,distance_centre_to_closest_patch_edge_m_2,Average_bed_depth_cm,bed_depth_1,bed_depth_2,bed_depth_3,bed_depth_4,bed_depth_5,bed_depth_6,bed_depth_7,bed_depth_8,Piece,Unique_piece,Layer_in_rubble_bed,Percent_hidden_in_bed,Number_contact_points2,Max_gap_size_to_right_cm2,stable_y_n,Stable_0-1,Stable_0-2,Stable_description2,Widest_span_cm2,Morphology2,Num_branches2,Interlocking_morphology_or_not-Branched_Plate,Number_binds2,Bound,Bound_to_how_many,binder1,binder1-new,Binder1-broad_cat,Binder1_length_cm,binder2,binder2-new,Binder2-broad_cat,Binder2_length_cm,binder3,binder3-new,Binder3-broad_cat,Binder3_length_cm ,binder4,binder4-new,Binder4-broad_cat,Binder4_length_cm,binder5,binder5-new,Binder5-broad_cat,Binder5_length_cm,binder6-new,Binder6-broad_cat,Binder6_length_cm,Binder7-broad_cat,Binder7_length_cm,Binder8-broad_cat,Binder8_length_cm,Binder9-broad_cat,Binder9_length_cm,Binder10-broad_cat,Binder10_length_cm,Binder11-broad_cat,Binder11_length_cm,Binder12-broad_cat,Binder12_length_cm,Binder13-broad_cat,Binder13_length_cm,Binder14-broad_cat,Binder14_length_cm,Binder15-broad_cat,Binder15_length_cm,Surveyor
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,3,602,NA,NA,4,3.4,n ,0,0,unstable,14,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,4,603,NA,NA,4,1.8,y,1,2,buried,17.2,other,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,5,604,NA,NA,4,0.8,n,0,0,unstable,6,unbranched,0,0,1,1,1,Red threads,Turf algae,Turf algae,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,6,605,NA,NA,2,1.7,n,0,0,unstable,2.5,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,7,606,NA,NA,6,2.2,n,0,0,unstable,11.3,other,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,8,607,NA,NA,1,1.4,n,0,0,unstable,8.2,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,9,608,NA,NA,3,2.3,n,0,0,unstable,11.7,branched,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,38,0.493055556,yes,NA,5.6,flat,Surface,16.5,1650,7.5,4.25,2.5,4.5,3,7,3,5.5,3,5.5,10,609,NA,NA,3,2.9,n,0,0,unstable,15.3,other,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,1,610,NA,NA,4,1.7,n ,0,0,unstable,7.2,branched,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,2,611,NA,NA,6,1.4,n,0,0,unstable,12.5,other,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,3,612,NA,NA,4,2.4,n,0,0,unstable,9.5,other,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,4,613,NA,NA,4,0.9,n,0,0,unstable,8.4,other,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,5,614,NA,NA,5,2.3,y,1,2,buried,7.7,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,6,615,NA,NA,7,1.5,y,1,1,heavy,13.5,other,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,7,616,NA,NA,4,2.4,y,1,2,buried,6.5,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,8,617,NA,NA,5,1.7,y,1,2,buried,9.2,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,9,618,NA,NA,5,4,y,1,1,heavy,11,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,50,0.475694444,yes,NA,5,flat,Surface,16.5,1650,1,2.875,1,3,3,3,4,2,3,4,10,619,NA,NA,4,1.9,y,1,1,heavy,12.5,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,1,620,NA,NA,3,2.3,n,0,0,unstable,5.5,branched,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,2,621,NA,NA,3,1.7,n,0,0,unstable,7,branched,1,1,1,1,1,string algae,Turf algae,Turf algae,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,3,622,NA,NA,2,1,n,0,0,unstable,3.5,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,4,623,NA,NA,3,2.2,n,0,0,unstable,4.2,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,5,624,NA,NA,3,2,y,1,2,buried,7.5,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,6,625,NA,NA,5,1.8,n,0,0,unstable,12.4,branched,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,7,626,NA,NA,6,2,n,0,0,unstable,9.7,other,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,8,627,NA,NA,6,1.4,n,0,0,unstable,8.2,other,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,9,628,NA,NA,6,1.5,y,1,1,heavy,11.7,branched,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,BP,Blue Pools,Blue Pools BP,44477,47,0.493055556,yes,NA,6,flat,Surface,16.5,1650,3.3,2.4375,2,3,3,2,2,2.5,3,2,10,629,NA,NA,4,1.7,n,0,0,unstable,7,other,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,1,325,NA,NA,3,1.7,y,1,1,interlocked,9.4,branched,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,2,326,NA,NA,4,1,n,0,0,unstable,9,branched,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,3,327,NA,NA,5,1.5,n,0,1,unstable,7.4,branched,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,4,328,NA,NA,6,2.6,y,1,1,interlocked,15.8,branched,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,5,329,NA,NA,3,0.7,y,1,1,interlocked,10.4,branched,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,6,330,NA,NA,5,2.1,n,0,0,unstable,11.5,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,7,331,NA,NA,4,0.6,y,1,1,interlocked,11,branched,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,8,332,NA,NA,4,1.9,n,0,0,unstable,14.4,branched,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,9,333,NA,NA,5,1.1,y,1,1,interlocked,11.7,branched,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,10,334,NA,NA,4,1.4,y,1,1,interlocked,7.8,branched,1,1,2,1,1,black sponge,Black sponge,Sponge,0.5,pink/white asid.,Ascidian,Ascidian,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,11,335,NA,NA,3,0.7,n,0,0,unstable,7.5,branched,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,201,0.5,yes,NA,12.3,flat,Surface,14,53.2,1,12.1875,12,10,14,10,18,14,11,8.5,12,336,NA,NA,3,2.3,n,0,0,unstable,7.4,unbranched,0,0,1,1,1,Unknown,Solid,Solid,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,1,349,NA,NA,5,2.5,y,1,1,interlocked,12,branched,3,1,1,1,1,red tube turf,Turf algae,Turf algae,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,2,350,NA,NA,3,1.5,n,0,0,unstable,9,branched,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44474,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,3,351,NA,NA,3,1.7,y,1,1,interlocked,7.5,branched,2,1,1,1,1,Halimada,Halimeda,Other macroalgae,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,4,352,NA,NA,3,0.2,n,0,0,unstable,7.5,unbranched,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,5,353,NA,NA,3,3,y,1,1,interlocked,9,branched,2,1,2,1,1,Halimada,Halimeda,Other macroalgae,1.5,soft grey sponge,Grey sponge,Sponge,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,6,354,NA,NA,3,1.3,n,0,0,unstable,8,branched,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,7,355,NA,NA,3,1.7,n,0,0,unstable,6.8,branched,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,8,356,NA,NA,3,0.4,n,0,0,unstable,4.7,branched,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,9,357,NA,NA,6,1.8,y,1,1,interlocked,10.5,branched,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
2021,Heron (offshore),Intermediate,Deep,First Point,First Point Deep,44471,260,0.5,yes,NA,11.8,sloped,Surface,14,53.2,1.8,8.875,10,6,10,8,8.5,12,7.5,9,10,358,NA,NA,2,3.5,y,1,1,interlocked,6,branched,2,1,2,1,1,CCA,CCA,CCA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,CCA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen
